240000110,42926,G
240000111,42956,G
240000112,42927,G
240000113,42745,G
240000114,42741,G
240000115,42746,G
240000116,42747,G
240000117,42748,G
240000118,42770,G
240000119,42773,G
240000120,3,G
240000121,42830,G
240000122,42778,G
240000124,42898,G
240000125,11,G
240000126,42765,G
240000127,42766,G
240000128,1-41,G
240000129,1-32,G
240000130,1-42,G
240000131,1-33,G
240000132,1-43,G
240000133,42753,G
240000134,42754,G
240000135,42816,G
240000136,42866,G
240000137,5-55,G
240000138,5-88,G
240000139,43000,G
240000140,42814,G
240000141,8-33,G
240000142,8-44,G
240000143,8-55,G
240000144,42998,G
240000145,43008,G
240000146,30,G
240000002,42740,G
240000003,42739,G
240000004,42742,G
240000007,36526,G
240000008,36557,G
240000009,42777,G
240000011,42771,G
240000012,42775,G
240000014,42768,G
240000015,42769,G
240000016,6,G
240000017,42887,G
240000018,42888,G
240000019,42889,G
240000020,42796,G
240000021,42891,G
240000022,42894,G
240000023,42892,G
240000026,42774,G
240000028,42799,G
240000029,42776,G
240000033,42767,G
240000036,42981,G
240000037,10,G
240000038,43009,G
240000039,43010,G
240000041,7,G
240000042,42917,G
240000043,42979,G
240000044,42918,G
240000045,42984,G
240000046,42923,G
240000047,42919,G
240000048,42920,G
240000049,42921,G
240000051,42827,G
240000053,42829,G
240000055,42826,G
240000056,42832,G
240000057,42834,G
240000058,42833,G
240000059,42835,G
240000060,42831,G
240000062,42857,G
240000063,42859,G
240000064,42737,G
232000005,9008,G
232000006,1002,G
232000007,8000,G
232000016,69,G
232000017,60,G
232000025,60-3김포,G
232000047,8600,G
232000071,M6117,G
232000072,8601,G
232000073,1004,G
232000075,M6427,G
232000081,6427,G
232000082,1,G
232000083,42736,G
232000090,G6000,G
232000094,G6001,G
232000096,4,G
232000097,42826,G
232000098,8601A,G
200000008,400,G
200000012,990,G
200000013,999,G
200000014,18323,G
200000016,18295,G
200000018,18354,G
200000020,18384,G
200000022,18415,G
200000060,11,G
200000122,999-1,G
200000183,400-4,G
200000261,400-5,G
200000268,400-2,G
204000004,6,G
204000005,57,G
204000007,357,G
204000024,9407,G
204000032,240,G
204000044,350,G
215000001,18264,G
215000003,18295,G
215000004,50,G
215000005,51,G
215000006,18629,G
215000007,18660,G
215000008,52,G
215000009,18994,G
215000010,19511,G
215000012,19360,G
215000013,19480,G
215000014,55,G
215000015,56,G
215000016,57,G
215000017,59,G
215000018,21245,G
215000019,21217,G
215000021,58,G
215000022,21186,G
215000023,100-2,G
215000024,100-1,G
215000025,1,G
215000026,42736,G
215000027,42737,G
215000028,21276,G
215000029,54,G
215000030,100,G
215000032,19025,G
215000033,42738,G
215000035,42740,G
215000036,42741,G
215000037,42742,G
215000038,42743,G
215000040,42745,G
215000041,42746,G
215000044,18688,G
215000045,18719,G
215000046,18749,G
215000047,18780,G
215000052,60,G
215000053,21916,G
215000054,21947,G
215000055,21976,G
215000060,19085,G
215000062,61,G
215000063,22282,G
215000064,22313,G
215000065,22341,G
215000066,22372,G
215000067,22402,G
215000068,22433,G
215000069,22463,G
215000070,53,G
215000072,19450,G
215000074,19572,G
215000077,19784,G
215000080,20121,G
215000081,20149,G
215000083,20455,G
215000084,20486,G
215000085,20821,G
215000086,20852,G
215000088,21306,G
215000089,21337,G
215000094,20515,G
215000096,19633,G
215000097,20880,G
215000102,20241,G
215000104,18384,G
215000105,22068,G
215000106,22494,G
215000107,42747,G
215000108,18841,G
215000109,18872,G
215000110,18933,G
215000111,18963,G
215000112,51-13,G
215000113,22098,G
215000114,22129,G
215000118,2,G
215000119,42767,G
215000121,42769,G
215000122,42770,G
215000123,42771,G
215000124,42772,G
215000126,20911,G
215000127,42748,G
215000129,19664,G
215000130,19694,G
215000131,53-13,G
215000133,20333,G
215000134,20363,G
215000136,20424,G
215000138,55-14,G
215000139,62,G
215000140,22647,G
215000141,22678,G
215000142,22706,G
215000143,22737,G
215000144,22767,G
215000146,20637,G
215000147,55-15,G
215000148,55-16,G
215000149,21367,G
215000150,21398,G
215000151,21429,G
215000152,21459,G
215000153,21490,G
215000155,21610,G
215000156,21641,G
215000157,19054,G
215000158,19419,G
215000162,42749,G
215000163,21520,G
215000164,20668,G
215000165,20699,G
215000167,22160,G
215000168,18415,G
215000169,42768,G
215000170,20090,G
210000001,50,G
210000002,43070,G
210000003,18264,G
229000017,830,G
229000018,66,G
218000010,1500,G
218000011,1100,G
218000020,M7129,G
219000001,11,G
219000004,871,G
219000005,800,G
219000006,1082,G
219000007,108,G
219000013,1000,G
219000014,770,G
219000015,921,G
219000016,1200,G
219000021,72,G
219000023,870,G
219000025,3300,G
219000027,1900,G
229000032,34,G
229000036,360,G
207000002,26299,G
207000003,10,G
207000004,43009,G
207000009,42736,G
207000012,111,G
207000013,25,G
207000015,21,G
207000068,42760,G
207000080,42737,G
207000085,43010,G
207000088,42738,G
207000089,26,G
207000091,27,G
207000092,42756,G
207000093,43011,G
231000015,42769,G
231000016,42917,G
231000018,42736,G
231000019,42737,G
231000020,42739,G
231000021,42741,G
231000023,42744,G
231000024,42743,G
231000025,7,G
231000026,42918,G
231000027,42920,G
231000028,42919,G
231000029,42750,G
231000030,42781,G
231000031,42809,G
231000032,15,G
231000033,60,G
231000034,21976,G
231000035,21916,G
231000037,20,G
231000040,42814,G
231000041,42786,G
231000042,42906,G
231000045,100,G
231000046,100-1,G
231000047,100-2,G
231000049,18295,G
231000050,18323,G
231000051,18264,G
231000053,18384,G
231000054,18415,G
231000056,18445,G
231000058,17,G
231000059,35,G
231000061,42796,G
231000062,42795,G
231000064,42797,G
231000065,42798,G
231000067,42799,G
231000068,42801,G
231000069,42802,G
231000070,42803,G
231000071,42805,G
231000072,3,G
231000073,42771,G
231000074,42772,G
231000075,42774,G
231000078,43010,G
231000081,43014,G
231000082,43012,G
231000085,5,G
231000086,42857,G
231000088,42856,G
231000090,13881,G
231000094,37,G
231000099,18476,G
231000005,370,G
231000006,70,G
231000007,1,G
231000011,42738,G
231000012,2,G
231000013,42767,G
231000014,42768,G
231000100,42921,G
231000101,42922,G
231000103,42923,G
231000105,42860,G
231000106,100-3,G
231000108,12816,G
231000109,42840,G
231000111,42924,G
231000118,380,G
231000119,43015,G
231000121,42755,G
231000122,43016,G
231000125,42777,G
231000126,42740,G
231000128,13516,G
210000074,32143,G
212000001,88,G
212000002,83,G
212000003,10,G
200000006,300,G
200000120,2007,G
208000007,1,G
208000008,3,G
208000009,81,G
208000010,42948,G
208000011,42949,G
208000012,88,G
208000013,6,G
208000014,20,G
208000015,42857,G
208000016,5,G
208000017,51,G
208000018,60,G
208000019,9,G
208000020,42981,G
208000021,42737,G
208000024,42736,G
208000028,8,G
208000030,52,G
208000034,42795,G
208000035,18994,G
208000036,42740,G
208000038,42889,G
208000039,21916,G
208000041,80,G
208000062,82,G
208000063,M5333,G
214000106,42797,G
214000107,42809,G
214000108,17989,G
214000147,42921,G
214000154,42799,G
214000162,42922,G
214000163,42796,G
214000168,6,G
214000172,42923,G
214000182,5,G
214000194,999,G
214000241,42755,G
214000244,1000,G
214000245,42887,G
214000002,3,G
214000003,42795,G
214000004,20,G
214000005,15,G
214000007,42750,G
214000010,42781,G
214000011,110,G
214000012,57,G
214000013,20821,G
214000015,7,G
214000016,42919,G
214000017,42920,G
214000019,42917,G
214000020,42918,G
214000021,8,G
214000024,42949,G
214000026,100,G
